"comando";"tipo";"regiao";"tamanho";"threads";"rodada";"init";"allocate";"mandelbrot";"write";"total";"qnt"
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;4;0,00001;0,00002;0,00117;0,00007;0,00127;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;4;0,00001;0,00006;0,00090;0,00008;0,00105;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;5;0,00001;0,00003;0,00106;0,00011;0,00120;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;5;0,00001;0,00005;0,00098;0,00010;0,00114;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;6;0,00001;0,00002;0,00123;0,00009;0,00135;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;6;0,00001;0,00005;0,00093;0,00007;0,00106;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;7;0,00001;0,00002;0,00126;0,00007;0,00136;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;7;0,00001;0,00006;0,00067;0,00009;0,00083;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;8;0,00001;0,00002;0,00128;0,00009;0,00140;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;8;0,00001;0,00005;0,00066;0,00010;0,00081;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 16 ";"OMP";0;32;16;9;0,00001;0,00002;0,00117;0,00007;0,00127;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 16 ";"PTH";0;32;16;9;0,00001;0,00005;0,00118;0,00007;0,00131;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;0;0,00001;0,00008;0,00147;0,00014;0,00171;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;0;0,00001;0,00010;0,00129;0,00017;0,00158;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;1;0,00001;0,00014;0,00163;0,00015;0,00194;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;1;0,00001;0,00013;0,00139;0,00016;0,00169;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;2;0,00001;0,00008;0,00167;0,00014;0,00190;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;2;0,00001;0,00012;0,00129;0,00015;0,00157;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;3;0,00001;0,00008;0,00162;0,00014;0,00185;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;3;0,00001;0,00012;0,00113;0,00015;0,00140;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;4;0,00001;0,00008;0,00160;0,00014;0,00183;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;4;0,00001;0,00011;0,00124;0,00014;0,00149;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;5;0,00001;0,00008;0,00154;0,00015;0,00179;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;5;0,00002;0,00014;0,00120;0,00018;0,00154;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;6;0,00001;0,00008;0,00157;0,00015;0,00181;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;6;0,00001;0,00017;0,00128;0,00015;0,00161;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;7;0,00001;0,00008;0,00158;0,00016;0,00183;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;7;0,00001;0,00012;0,00106;0,00019;0,00139;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;8;0,00001;0,00009;0,00152;0,00017;0,00179;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;8;0,00002;0,00017;0,00143;0,00016;0,00178;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 16 ";"OMP";0;64;16;9;0,00001;0,00012;0,00160;0,00018;0,00191;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 16 ";"PTH";0;64;16;9;0,00001;0,00011;0,00127;0,00018;0,00157;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;0;0,00001;0,00035;0,00401;0,00045;0,00482;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;0;0,00001;0,00037;0,00275;0,00049;0,00362;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;1;0,00001;0,00035;0,00377;0,00042;0,00455;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;1;0,00001;0,00033;0,00256;0,00040;0,00331;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;2;0,00001;0,00035;0,00378;0,00041;0,00455;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;2;0,00001;0,00034;0,00263;0,00040;0,00339;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;3;0,00001;0,00037;0,00416;0,00045;0,00498;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;3;0,00001;0,00036;0,00298;0,00061;0,00396;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;4;0,00002;0,00034;0,00387;0,00043;0,00466;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;4;0,00001;0,00036;0,00274;0,00040;0,00351;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;5;0,00001;0,00031;0,00402;0,00042;0,00475;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;5;0,00001;0,00067;0,00382;0,00044;0,00494;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;6;0,00001;0,00034;0,00421;0,00051;0,00507;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;6;0,00001;0,00038;0,00261;0,00042;0,00342;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;7;0,00001;0,00036;0,00382;0,00041;0,00460;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;7;0,00001;0,00037;0,00259;0,00040;0,00338;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;8;0,00001;0,00034;0,00364;0,00041;0,00441;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;8;0,00001;0,00040;0,00266;0,00045;0,00353;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 16 ";"OMP";0;128;16;9;0,00002;0,00035;0,00388;0,00061;0,00485;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 16 ";"PTH";0;128;16;9;0,00001;0,00037;0,00275;0,00053;0,00367;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;0;0,00001;0,00141;0,01099;0,00149;0,01390;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;0;0,00001;0,00145;0,00768;0,00197;0,01111;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;1;0,00001;0,00146;0,01060;0,00151;0,01358;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;1;0,00001;0,00139;0,00737;0,00144;0,01021;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;2;0,00002;0,00139;0,01015;0,00145;0,01301;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;2;0,00001;0,00160;0,00879;0,00183;0,01222;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;3;0,00001;0,00145;0,01044;0,00154;0,01344;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;3;0,00001;0,00145;0,00797;0,00148;0,01092;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;4;0,00001;0,00142;0,01091;0,00151;0,01385;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;4;0,00001;0,00146;0,00865;0,00147;0,01159;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;5;0,00001;0,00197;0,01145;0,00155;0,01498;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;5;0,00001;0,00145;0,00784;0,00145;0,01075;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;6;0,00001;0,00141;0,01024;0,00148;0,01314;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;6;0,00002;0,00223;0,00829;0,00147;0,01201;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;7;0,00001;0,00181;0,01154;0,00199;0,01536;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;7;0,00001;0,00161;0,00903;0,00154;0,01219;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;8;0,00001;0,00141;0,01069;0,00151;0,01363;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;8;0,00001;0,00145;0,00830;0,00149;0,01126;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 16 ";"OMP";0;256;16;9;0,00001;0,00142;0,01390;0,00159;0,01692;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 16 ";"PTH";0;256;16;9;0,00002;0,00158;0,00939;0,00147;0,01246;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;0;0,00001;0,00595;0,04244;0,00594;0,05434;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;0;0,00001;0,00577;0,04022;0,00615;0,05215;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;1;0,00001;0,00605;0,03874;0,00697;0,05178;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;1;0,00001;0,00662;0,04048;0,00681;0,05393;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;2;0,00001;0,00716;0,04331;0,00616;0,05665;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;2;0,00002;0,00622;0,04090;0,00642;0,05355;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;3;0,00001;0,00631;0,03979;0,00727;0,05339;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;3;0,00001;0,00587;0,03170;0,00615;0,04373;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;4;0,00001;0,00657;0,04357;0,00606;0,05621;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;4;0,00001;0,00751;0,03352;0,00680;0,04784;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;5;0,00001;0,00617;0,04382;0,00612;0,05613;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;5;0,00002;0,00630;0,03339;0,00608;0,04579;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;6;0,00002;0,00714;0,04602;0,00615;0,05932;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;6;0,00002;0,00588;0,03960;0,00776;0,05326;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;7;0,00001;0,00726;0,04413;0,00687;0,05828;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;7;0,00002;0,00625;0,03848;0,00642;0,05118;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;8;0,00001;0,00673;0,04140;0,00792;0,05606;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;8;0,00002;0,00697;0,04000;0,00700;0,05398;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 16 ";"OMP";0;512;16;9;0,00001;0,00620;0,04253;0,00820;0,05694;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 16 ";"PTH";0;512;16;9;0,00001;0,00614;0,03351;0,00629;0,04596;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;0;0,00001;0,02541;0,18482;0,02590;0,23614;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;0;0,00001;0,03317;0,16361;0,02558;0,22237;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;1;0,00002;0,02690;0,17083;0,02510;0,22284;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;1;0,00001;0,02676;0,16655;0,03618;0,22950;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;2;0,00001;0,02624;0,17642;0,02724;0,22991;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;2;0,00001;0,02690;0,16035;0,02631;0,21357;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;3;0,00002;0,02597;0,16853;0,02618;0,22070;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;3;0,00001;0,02871;0,15855;0,02419;0,21146;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;4;0,00001;0,02292;0,16071;0,02358;0,20723;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;4;0,00001;0,02428;0,11709;0,02344;0,16482;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;5;0,00001;0,02197;0,12404;0,02231;0,16832;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;5;0,00001;0,02092;0,10770;0,02263;0,15127;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;6;0,00001;0,02163;0,12796;0,02173;0,17134;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;6;0,00001;0,02259;0,10714;0,26102;0,39077;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;7;0,00001;0,02023;0,10513;0,01957;0,14494;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;7;0,00001;0,02047;0,09408;0,02060;0,13516;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;8;0,00001;0,02190;0,11590;0,02105;0,15886;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;8;0,00002;0,02060;0,10470;0,02204;0,14736;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ";"OMP";0;1024;16;9;0,00001;0,02139;0,12004;0,02183;0,16327;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ";"PTH";0;1024;16;9;0,00002;0,02109;0,10764;0,02187;0,15062;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;0;0,00001;0,08573;0,46256;0,09380;0,64210;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;0;0,00001;0,08077;0,45395;0,08857;0,62330;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;1;0,00001;0,08271;0,46938;0,08815;0,64025;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;1;0,00001;0,08101;0,44898;0,08750;0,61750;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;2;0,00001;0,08067;0,48229;0,08919;0,65216;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;2;0,00001;0,07892;0,43872;0,08910;0,60675;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;3;0,00001;0,08115;0,48013;0,08653;0,64783;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;3;0,00001;0,07964;0,43797;0,09167;0,60928;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;4;0,00001;0,08243;0,48620;0,08425;0,65289;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;4;0,00001;0,08102;0,44817;0,08938;0,61858;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;5;0,00001;0,08223;0,46473;0,09051;0,63748;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;5;0,00001;0,08218;0,44248;0,08970;0,61437;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;6;0,00001;0,07963;0,56132;0,11983;0,76079;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;6;0,00001;0,09853;0,50709;0,09757;0,70320;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;7;0,00001;0,08646;0,47880;0,08810;0,65337;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;7;0,00001;0,08111;0,44791;0,08942;0,61845;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;8;0,00001;0,08045;0,47001;0,08754;0,63801;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;8;0,00001;0,08165;0,44481;0,09202;0,61849;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ";"OMP";0;2048;16;9;0,00001;0,08296;0,46352;0,08976;0,63625;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ";"PTH";0;2048;16;9;0,00002;0,07919;0,43968;0,08935;0,60824;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;0;0,00001;0,32285;1,87627;0,32083;2,51996;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;0;0,00001;0,31669;1,81364;0,32638;2,45672;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;1;0,00001;0,31066;1,81470;0,33887;2,46424;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;1;0,00001;0,30167;1,77900;0,32796;2,40865;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;2;0,00001;0,30768;1,82767;0,33984;2,47520;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;2;0,00002;0,30038;1,78046;0,33760;2,41846;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;3;0,00001;0,30339;1,79358;0,33891;2,43590;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;3;0,00001;0,29786;1,81174;0,33884;2,44844;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;4;0,00001;0,30663;1,85588;0,33735;2,49988;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;4;0,00001;0,30140;1,84854;0,34349;2,49345;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;5;0,00001;0,31233;1,92234;0,34736;2,58203;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;5;0,00001;0,30386;1,95626;0,33900;2,59913;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;6;0,00001;0,31949;1,86878;0,33478;2,52306;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;6;0,00001;0,30392;2,05040;0,39722;2,75155;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;7;0,00002;0,37011;1,91532;0,33345;2,61890;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;7;0,00001;0,31290;1,80066;0,34956;2,46314;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;8;0,00001;0,32956;1,88237;0,33894;2,55088;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;8;0,00001;0,31519;1,75110;0,33106;2,39736;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ";"OMP";0;4096;16;9;0,00001;0,30186;1,79510;0,33460;2,43156;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ";"PTH";0;4096;16;9;0,00001;0,30277;1,85830;0,34215;2,50323;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;0;0,00001;1,43302;7,39994;1,27807;10,11105;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;0;0,00001;1,73392;7,38887;1,24046;10,36326;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;1;0,00001;1,60547;7,56259;1,23098;10,39905;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;1;0,00001;1,72233;7,54328;1,38512;10,65074;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;2;0,00001;1,63580;7,51055;1,17954;10,32591;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;2;0,00001;1,71016;7,27683;1,23522;10,22223;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;3;0,00001;1,78441;7,33016;1,19076;10,30534;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;3;0,00003;1,58652;7,25648;1,22169;10,06472;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;4;0,00001;1,61875;7,27080;1,18128;10,07084;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;4;0,00001;1,64331;7,14903;1,21171;10,00406;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;5;0,00001;1,66756;7,27346;1,20755;10,14859;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;5;0,00001;1,71837;7,26346;1,22640;10,20824;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;6;0,00001;1,79801;7,40832;1,20210;10,40844;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;6;0,00001;1,65230;7,21021;1,19536;10,05788;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;7;0,00001;1,61645;7,18807;1,19572;10,00026;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;7;0,00009;1,67524;7,13586;1,23837;10,04956;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;8;0,00001;1,67931;7,29114;1,19723;10,16770;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;8;0,00001;1,71612;7,19397;1,21611;10,12621;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ";"OMP";0;8192;16;9;0,00003;1,58095;7,25053;1,16792;9,99943;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ";"PTH";0;8192;16;9;0,00001;1,58241;7,17345;1,23276;9,98864;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;0;0,00001;0,00000;0,00163;0,46700;0,46864;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ";"PTH";0;16;32;0;0,00001;0,00003;0,00130;0,00007;0,00141;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;1;0,00001;0,00000;0,00186;0,00006;0,00193;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ";"PTH";0;16;32;1;0,00001;0,00003;0,00125;0,00006;0,00135;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;2;0,00001;0,00000;0,00191;0,00010;0,00202;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ";"PTH";0;16;32;2;0,00001;0,00003;0,00127;0,00006;0,00137;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;3;0,00001;0,00000;0,00176;0,00006;0,00183;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ";"PTH";0;16;32;3;0,00001;0,00003;0,00120;0,00006;0,00129;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;4;0,00001;0,00000;0,00176;0,00006;0,00183;1
"./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ";"PTH";0;16;32;4;0,00001;0,00003;0,00132;0,00007;0,00142;1
"./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ";"OMP";0;16;32;5;0,00001;0,00000;0,00174;0,00006;0,00181;1
