Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 16 ,OMP,1,512,16,6,0.00001,0.00740,0.03630,0.00639,0.05010
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 16 ,PTH,1,512,16,6,0.00002,0.00769,0.03322,0.00762,0.04855
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 16 ,OMP,1,512,16,7,0.00001,0.00643,0.03396,0.00788,0.04828
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 16 ,PTH,1,512,16,7,0.00002,0.00648,0.03237,0.00739,0.04626
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 16 ,OMP,1,512,16,8,0.00001,0.00748,0.03950,0.00641,0.05340
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 16 ,PTH,1,512,16,8,0.00002,0.00699,0.03552,0.00687,0.04940
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 16 ,OMP,1,512,16,9,0.00001,0.00679,0.03652,0.00625,0.04956
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 16 ,PTH,1,512,16,9,0.00002,0.00932,0.03304,0.00628,0.04866
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,0,0.00001,0.02648,0.14210,0.02940,0.19799
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,0,0.00002,0.02733,0.13763,0.02698,0.19197
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,1,0.00002,0.02774,0.14957,0.02716,0.20449
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,1,0.00001,0.02826,0.15055,0.02702,0.20585
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,2,0.00002,0.02593,0.15049,0.02625,0.20268
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,2,0.00002,0.02660,0.14433,0.02569,0.19664
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,3,0.00001,0.02392,0.14399,0.02650,0.19442
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,3,0.00002,0.02596,0.14606,0.02707,0.19911
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,4,0.00002,0.02841,0.15816,0.02993,0.21652
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,4,0.00001,0.02877,0.13135,0.02792,0.18805
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,5,0.00002,0.02557,0.15930,0.02798,0.21287
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,5,0.00002,0.02629,0.11631,0.03010,0.17272
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,6,0.00001,0.02372,0.11298,0.02397,0.16068
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,6,0.00002,0.02306,0.10340,0.02396,0.15044
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,7,0.00001,0.02444,0.17008,0.02696,0.22149
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,7,0.00003,0.02624,0.10407,0.02476,0.15510
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,8,0.00002,0.02326,0.11021,0.02380,0.15730
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,8,0.00002,0.02260,0.09682,0.02349,0.14293
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 16 ,OMP,1,1024,16,9,0.00002,0.02237,0.10146,0.02343,0.14729
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 16 ,PTH,1,1024,16,9,0.00001,0.02223,0.09554,0.02495,0.14273
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,0,0.00001,0.08842,0.42543,0.08533,0.59919
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,0,0.00001,0.08007,0.38587,0.09092,0.55687
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,1,0.00001,0.08206,0.41953,0.08725,0.58885
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,1,0.00001,0.08059,0.38918,0.09054,0.56033
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,2,0.00002,0.08274,0.41225,0.08626,0.58127
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,2,0.00001,0.08438,0.43824,0.09612,0.61875
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,3,0.00001,0.08782,0.49240,0.09937,0.67960
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,3,0.00001,0.08845,0.46572,0.10208,0.65627
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,4,0.00001,0.10157,0.50127,0.09573,0.69859
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,4,0.00001,0.09750,0.41541,0.09097,0.60389
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,5,0.00001,0.08306,0.41390,0.09015,0.58712
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,5,0.00001,0.08038,0.38425,0.08811,0.55275
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,6,0.00001,0.08228,0.40949,0.08948,0.58126
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,6,0.00001,0.08509,0.37699,0.09781,0.55990
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,7,0.00001,0.08216,0.41890,0.09043,0.59151
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,7,0.00001,0.08147,0.37914,0.08987,0.55050
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,8,0.00001,0.08035,0.42504,0.08799,0.59339
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,8,0.00001,0.07889,0.37466,0.09089,0.54445
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 16 ,OMP,1,2048,16,9,0.00001,0.08169,0.40809,0.08860,0.57838
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 16 ,PTH,1,2048,16,9,0.00001,0.08086,0.37928,0.08999,0.55013
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,0,0.00001,0.32963,1.65449,0.32404,2.30818
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,0,0.00001,0.31786,1.56393,0.33985,2.22165
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,1,0.00001,0.31963,1.67562,0.32384,2.31910
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,1,0.00001,0.32174,1.57901,0.34428,2.24504
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,2,0.00004,0.32554,1.62280,0.33474,2.28312
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,2,0.00001,0.31607,1.56640,0.33932,2.22180
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,3,0.00001,0.32093,1.65879,0.32906,2.30878
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,3,0.00001,0.32345,1.57106,0.35349,2.24801
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,4,0.00001,0.32597,1.66364,0.33438,2.32400
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,4,0.00001,0.32068,1.56647,0.34176,2.22892
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,5,0.00001,0.32841,1.63718,0.33758,2.30317
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,5,0.00001,0.32277,1.56839,0.34274,2.23391
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,6,0.00001,0.32634,1.62228,0.33464,2.28328
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,6,0.00001,0.32398,1.55355,0.35195,2.22949
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,7,0.00001,0.32549,1.62830,0.33884,2.29264
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,7,0.00001,0.30675,1.58787,0.34103,2.23566
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,8,0.00001,0.33512,1.66470,0.33051,2.33034
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,8,0.00001,0.33778,1.56579,0.34712,2.25070
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 16 ,OMP,1,4096,16,9,0.00001,0.32426,1.81244,0.33716,2.47387
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 16 ,PTH,1,4096,16,9,0.00002,0.31949,1.57531,0.35109,2.24591
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,0,0.00001,1.44258,6.54848,1.27695,9.26802
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,0,0.00001,1.72672,6.42513,1.25564,9.40751
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,1,0.00001,1.91580,6.52933,1.23540,9.68054
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,1,0.00001,1.81104,6.42649,1.27315,9.51069
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,2,0.00001,1.69076,6.51735,1.24804,9.45617
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,2,0.00003,1.83974,6.43570,1.26679,9.54225
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,3,0.00001,1.73075,6.61754,1.22833,9.57663
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,3,0.00001,1.60842,6.40594,1.26413,9.27850
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,4,0.00001,1.71235,6.58994,1.23611,9.53843
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,4,0.00001,1.86794,6.41273,1.27749,9.55817
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,5,0.00001,1.73081,6.54286,1.24900,9.52267
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,5,0.00001,1.63516,6.43038,1.26528,9.33084
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,6,0.00003,1.74608,6.54537,1.25630,9.54777
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,6,0.00001,1.65040,6.42525,1.28003,9.35569
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,7,0.00001,1.71669,6.62550,1.23260,9.57480
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,7,0.00001,1.80091,6.47993,1.34245,9.62330
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,8,0.00001,1.94832,6.78839,1.34423,10.08095
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,8,0.00002,1.91934,6.53053,1.36210,9.81199
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 16 ,OMP,1,8192,16,9,0.00001,1.91526,8.94147,1.48431,12.34106
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 16 ,PTH,1,8192,16,9,0.00001,1.83011,6.74903,1.31034,9.88949
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,0,0.00001,0.00000,0.00194,0.23596,0.23792
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,0,0.00001,0.00004,0.00149,0.00011,0.00165
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,1,0.00001,0.00001,0.00237,0.00010,0.00249
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,1,0.00001,0.00004,0.00152,0.00639,0.00795
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,2,0.00001,0.00001,0.00205,0.00008,0.00215
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,2,0.00002,0.00004,0.00159,0.01482,0.01646
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,3,0.00001,0.00000,0.00215,0.00013,0.00230
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,3,0.00001,0.00004,0.00211,0.00009,0.00226
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,4,0.00001,0.00001,0.00222,0.00014,0.00238
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,4,0.00001,0.00003,0.00160,0.00013,0.00178
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,5,0.00001,0.00000,0.00189,0.00325,0.00516
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,5,0.00001,0.00003,0.00176,0.00009,0.00189
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,6,0.00001,0.00001,0.00203,0.00008,0.00213
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,6,0.00001,0.00003,0.00187,0.00022,0.00213
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,7,0.00001,0.00001,0.00170,0.00009,0.00181
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,7,0.00001,0.00003,0.00145,0.00008,0.00157
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,8,0.00001,0.00001,0.00196,0.00011,0.00209
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,8,0.00001,0.00003,0.00147,0.00581,0.00733
./mandelbrot_omp 0.175 0.375 -0.1 0.1 16 32 ,OMP,1,16,32,9,0.00001,0.00001,0.00175,0.00700,0.00877
./mandelbrot_pth 0.175 0.375 -0.1 0.1 16 32 ,PTH,1,16,32,9,0.00001,0.00003,0.00210,0.00010,0.00224
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,0,0.00001,0.00002,0.00278,0.00012,0.00293
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,0,0.00001,0.00005,0.00197,0.01972,0.02175
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,1,0.00001,0.00003,0.00256,0.00014,0.00274
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,1,0.00002,0.00007,0.00168,0.00012,0.00189
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,2,0.00001,0.00002,0.00204,0.00011,0.00219
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,2,0.00001,0.00005,0.00216,0.00015,0.00237
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,3,0.00001,0.00002,0.00285,0.00015,0.00304
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,3,0.00001,0.00005,0.00810,0.00010,0.00827
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,4,0.00001,0.00002,0.00286,0.00011,0.00301
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,4,0.00001,0.00005,0.00176,0.00008,0.00190
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,5,0.00001,0.00002,0.00232,0.00008,0.00242
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,5,0.00001,0.00004,0.00118,0.00008,0.00131
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,6,0.00002,0.00002,0.00208,0.00011,0.00223
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,6,0.00001,0.00005,0.00130,0.00009,0.00145
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,7,0.00001,0.00002,0.00204,0.00009,0.00216
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,7,0.00001,0.00005,0.00133,0.00007,0.00146
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,8,0.00001,0.00003,0.00196,0.00008,0.00208
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,8,0.00001,0.00005,0.00122,0.00007,0.00136
./mandelbrot_omp 0.175 0.375 -0.1 0.1 32 32 ,OMP,1,32,32,9,0.00001,0.00002,0.00189,0.00010,0.00202
./mandelbrot_pth 0.175 0.375 -0.1 0.1 32 32 ,PTH,1,32,32,9,0.00001,0.00005,0.00129,0.00008,0.00143
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,0,0.00001,0.00008,0.00270,0.00016,0.00295
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,0,0.00001,0.00012,0.00150,0.00014,0.00176
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,1,0.00001,0.00015,0.00300,0.00017,0.00332
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,1,0.00001,0.00012,0.00352,0.00017,0.00382
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,2,0.00001,0.00008,0.00214,0.00017,0.00240
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,2,0.00001,0.00011,0.00187,0.00016,0.00215
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,3,0.00001,0.00011,0.00245,0.00019,0.00277
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,3,0.00001,0.00011,0.00183,0.00017,0.00212
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,4,0.00001,0.00008,0.00213,0.00026,0.00249
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,4,0.00001,0.00013,0.00180,0.00015,0.00210
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,5,0.00001,0.00008,0.00261,0.00016,0.00287
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,5,0.00001,0.00011,0.00178,0.00016,0.00205
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,6,0.00001,0.00008,0.00230,0.00015,0.00254
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,6,0.00001,0.00011,0.00150,0.00014,0.00176
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,7,0.00001,0.00010,0.00240,0.00018,0.00268
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,7,0.00001,0.00011,0.00124,0.00014,0.00151
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,8,0.00001,0.00008,0.00245,0.00015,0.00269
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,8,0.00001,0.00010,0.00142,0.00018,0.00171
./mandelbrot_omp 0.175 0.375 -0.1 0.1 64 32 ,OMP,1,64,32,9,0.00001,0.00008,0.00233,0.00017,0.00259
./mandelbrot_pth 0.175 0.375 -0.1 0.1 64 32 ,PTH,1,64,32,9,0.00001,0.00011,0.00150,0.00014,0.00176
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,0,0.00001,0.00035,0.00394,0.00041,0.00472
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,0,0.00001,0.00036,0.00272,0.00038,0.00348
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,1,0.00001,0.00031,0.00362,0.00042,0.00435
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,1,0.00001,0.00036,0.00312,0.00038,0.00387
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,2,0.00001,0.00031,0.00375,0.00040,0.00447
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,2,0.00001,0.00036,0.00271,0.00039,0.00347
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,3,0.00001,0.00033,0.00398,0.00043,0.00476
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,3,0.00001,0.00037,0.00230,0.00051,0.00319
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,4,0.00001,0.00033,0.00401,0.00043,0.00477
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,4,0.00001,0.00037,0.00323,0.00040,0.00400
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,5,0.00001,0.00033,0.00397,0.00046,0.00477
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,5,0.00001,0.00035,0.00287,0.00038,0.00362
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,6,0.00001,0.00033,0.00392,0.00042,0.00467
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,6,0.00001,0.00036,0.00276,0.00048,0.00361
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,7,0.00001,0.00030,0.00368,0.00039,0.00438
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,7,0.00001,0.00036,0.00266,0.00037,0.00340
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,8,0.00001,0.00034,0.00378,0.00043,0.00456
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,8,0.00001,0.00036,0.00282,0.00040,0.00359
./mandelbrot_omp 0.175 0.375 -0.1 0.1 128 32 ,OMP,1,128,32,9,0.00001,0.00034,0.00376,0.00040,0.00450
./mandelbrot_pth 0.175 0.375 -0.1 0.1 128 32 ,PTH,1,128,32,9,0.00001,0.00038,0.00321,0.00049,0.00409
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,0,0.00001,0.00136,0.00852,0.00143,0.01133
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,0,0.00001,0.00132,0.00611,0.00139,0.00884
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,1,0.00001,0.00129,0.00861,0.00139,0.01129
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,1,0.00001,0.00139,0.00695,0.00205,0.01039
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,2,0.00001,0.00136,0.00856,0.00157,0.01151
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,2,0.00001,0.00136,0.00775,0.00139,0.01052
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,3,0.00001,0.00129,0.00856,0.00141,0.01127
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,3,0.00001,0.00125,0.00790,0.00177,0.01094
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,4,0.00001,0.00129,0.00812,0.00137,0.01079
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,4,0.00001,0.00145,0.00738,0.00146,0.01029
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,5,0.00002,0.00130,0.00884,0.00146,0.01162
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,5,0.00002,0.00146,0.00893,0.00141,0.01181
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,6,0.00001,0.00139,0.00884,0.00143,0.01167
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,6,0.00001,0.00138,0.00633,0.00141,0.00914
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,7,0.00001,0.00137,0.00932,0.00155,0.01225
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,7,0.00001,0.00140,0.00687,0.00145,0.00973
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,8,0.00001,0.00129,0.00916,0.00142,0.01189
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,8,0.00001,0.00141,0.00671,0.00166,0.00980
./mandelbrot_omp 0.175 0.375 -0.1 0.1 256 32 ,OMP,1,256,32,9,0.00001,0.00152,0.00911,0.00149,0.01213
./mandelbrot_pth 0.175 0.375 -0.1 0.1 256 32 ,PTH,1,256,32,9,0.00002,0.00153,0.00606,0.00140,0.00901
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,0,0.00001,0.00561,0.02682,0.00551,0.03795
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,0,0.00001,0.00565,0.03041,0.00566,0.04173
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,1,0.00001,0.00578,0.03262,0.00593,0.04434
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,1,0.00001,0.00597,0.03086,0.00683,0.04367
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,2,0.00001,0.00781,0.03484,0.00629,0.04895
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,2,0.00001,0.00599,0.03002,0.00645,0.04248
