Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,6,0.00001,0.28426,0.47780,0.30352,1.06559
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,6,0.00003,0.28605,0.19537,0.29889,0.78034
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,7,0.00001,0.27972,0.47973,0.27417,1.03363
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,7,0.00002,0.28256,0.19290,0.30182,0.77730
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,8,0.00001,0.29012,0.61571,0.34466,1.25050
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,8,0.00001,0.28502,0.19846,0.30975,0.79324
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 8 ,OMP,3,4096,8,9,0.00001,0.27727,0.48181,0.26917,1.02827
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 8 ,PTH,3,4096,8,9,0.00001,0.25923,0.18881,0.29016,0.73822
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,0,0.00001,1.21810,1.91051,1.07778,4.20639
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,0,0.00001,1.24016,0.85338,1.15826,3.25180
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,1,0.00001,1.34258,1.92913,1.06681,4.33854
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,1,0.00001,1.47090,0.88868,1.13248,3.49206
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,2,0.00001,1.33568,1.92327,1.05107,4.31003
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,2,0.00001,1.40660,0.87748,1.12534,3.40943
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,3,0.00001,1.32082,1.91130,1.06582,4.29795
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,3,0.00001,1.39925,0.92065,1.11382,3.43372
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,4,0.00001,1.54683,1.89344,1.04769,4.48797
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,4,0.00003,1.42659,0.87786,1.13107,3.43554
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,5,0.00001,1.53415,1.92281,1.06099,4.51796
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,5,0.00002,1.42260,0.88652,1.12210,3.43125
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,6,0.00001,1.53771,1.89983,1.07210,4.50965
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,6,0.00002,1.43286,0.88039,1.12856,3.44183
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,7,0.00001,1.29952,1.91788,1.07627,4.29368
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,7,0.00001,1.35592,0.90207,1.13980,3.39780
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,8,0.00001,1.49584,1.87577,1.06116,4.43278
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,8,0.00001,1.36038,0.88721,1.14154,3.38914
./mandelbrot_omp -2.5 1.5 -2.0 2.0 8192 8 ,OMP,3,8192,8,9,0.00001,1.49018,1.90443,1.06745,4.46207
./mandelbrot_pth -2.5 1.5 -2.0 2.0 8192 8 ,PTH,3,8192,8,9,0.00001,1.33812,0.88322,1.14017,3.36153
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,0,0.00001,0.00000,0.00088,0.24228,0.24318
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,0,0.00002,0.00004,0.00088,0.00007,0.00101
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,1,0.00001,0.00001,0.00091,0.00007,0.00099
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,1,0.00001,0.00003,0.00081,0.00007,0.00093
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,2,0.00001,0.00000,0.00086,0.00007,0.00094
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,2,0.00001,0.00003,0.00079,0.01300,0.01384
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,3,0.00001,0.00001,0.00086,0.00008,0.00096
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,3,0.00001,0.00004,0.00059,0.00495,0.00559
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,4,0.00001,0.00000,0.00093,0.00009,0.00104
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,4,0.00001,0.00003,0.00093,0.00008,0.00106
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,5,0.00001,0.00000,0.00094,0.00009,0.00104
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,5,0.00001,0.00003,0.00107,0.00006,0.00118
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,6,0.00001,0.00000,0.00127,0.00008,0.00137
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,6,0.00001,0.00003,0.00085,0.00007,0.00096
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,7,0.00001,0.00001,0.00123,0.00008,0.00132
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,7,0.00001,0.00003,0.00094,0.00007,0.00105
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,8,0.00001,0.00000,0.00087,0.00006,0.00094
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,8,0.00001,0.00003,0.00078,0.00006,0.00088
./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 16 ,OMP,3,16,16,9,0.00001,0.00000,0.00088,0.00007,0.00096
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 16 ,PTH,3,16,16,9,0.00001,0.00003,0.00091,0.00006,0.00101
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,0,0.00001,0.00002,0.00088,0.00007,0.00099
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,0,0.00001,0.00005,0.00080,0.02221,0.02307
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,1,0.00001,0.00002,0.00077,0.00008,0.00087
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,1,0.00001,0.00004,0.00136,0.00006,0.00147
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,2,0.00001,0.00002,0.00075,0.00007,0.00084
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,2,0.00001,0.00004,0.00135,0.00006,0.00146
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,3,0.00001,0.00002,0.00095,0.00009,0.00106
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,3,0.00001,0.00004,0.00065,0.00007,0.00076
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,4,0.00001,0.00002,0.00088,0.00007,0.00097
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,4,0.00001,0.00004,0.00069,0.00006,0.00081
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,5,0.00001,0.00002,0.00083,0.00006,0.00092
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,5,0.00001,0.00004,0.00070,0.00007,0.00082
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,6,0.00001,0.00002,0.00083,0.00007,0.00093
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,6,0.00001,0.00004,0.00077,0.00007,0.00089
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,7,0.00001,0.00002,0.00084,0.00007,0.00093
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,7,0.00001,0.00004,0.00072,0.00006,0.00083
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,8,0.00001,0.00002,0.00084,0.00007,0.00093
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,8,0.00001,0.00004,0.00069,0.00006,0.00080
./mandelbrot_omp -2.5 1.5 -2.0 2.0 32 16 ,OMP,3,32,16,9,0.00001,0.00002,0.00083,0.00006,0.00092
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 16 ,PTH,3,32,16,9,0.00001,0.00004,0.00070,0.00006,0.00081
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,0,0.00001,0.00008,0.00095,0.00013,0.00116
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,0,0.00001,0.00009,0.00068,0.00012,0.00091
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,1,0.00001,0.00008,0.00082,0.00013,0.00103
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,1,0.00001,0.00010,0.00073,0.00012,0.00096
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,2,0.00001,0.00008,0.00095,0.00013,0.00116
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,2,0.00001,0.00009,0.00078,0.00012,0.00100
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,3,0.00001,0.00007,0.00082,0.00012,0.00102
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,3,0.00001,0.00009,0.00073,0.00012,0.00095
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,4,0.00001,0.00008,0.00080,0.00012,0.00101
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,4,0.00001,0.00010,0.00101,0.00012,0.00123
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,5,0.00001,0.00008,0.00081,0.00012,0.00101
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,5,0.00001,0.00011,0.00069,0.00012,0.00093
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,6,0.00001,0.00007,0.00078,0.00012,0.00098
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,6,0.00001,0.00009,0.00071,0.00012,0.00093
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,7,0.00001,0.00007,0.00084,0.00012,0.00104
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,7,0.00001,0.00010,0.00064,0.00012,0.00087
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,8,0.00001,0.00007,0.00079,0.00012,0.00098
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,8,0.00001,0.00009,0.00066,0.00012,0.00088
./mandelbrot_omp -2.5 1.5 -2.0 2.0 64 16 ,OMP,3,64,16,9,0.00001,0.00008,0.00081,0.00012,0.00102
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 16 ,PTH,3,64,16,9,0.00001,0.00009,0.00067,0.00012,0.00089
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,0,0.00001,0.00030,0.00110,0.00033,0.00174
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,0,0.00001,0.00031,0.00082,0.00036,0.00150
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,1,0.00001,0.00029,0.00116,0.00033,0.00179
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,1,0.00001,0.00032,0.00080,0.00032,0.00145
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,2,0.00001,0.00030,0.00106,0.00033,0.00171
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,2,0.00001,0.00031,0.00079,0.00032,0.00143
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,3,0.00001,0.00032,0.00115,0.00033,0.00182
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,3,0.00001,0.00041,0.00081,0.00033,0.00155
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,4,0.00001,0.00029,0.00113,0.00034,0.00177
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,4,0.00001,0.00033,0.00078,0.00035,0.00147
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,5,0.00001,0.00029,0.00113,0.00033,0.00176
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,5,0.00001,0.00031,0.00083,0.00033,0.00148
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,6,0.00001,0.00031,0.00112,0.00033,0.00177
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,6,0.00001,0.00032,0.00081,0.00032,0.00147
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,7,0.00001,0.00032,0.00110,0.00033,0.00176
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,7,0.00001,0.00032,0.00082,0.00033,0.00147
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,8,0.00001,0.00029,0.00112,0.00134,0.00277
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,8,0.00001,0.00031,0.00078,0.00033,0.00143
./mandelbrot_omp -2.5 1.5 -2.0 2.0 128 16 ,OMP,3,128,16,9,0.00001,0.00032,0.00111,0.00033,0.00177
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 16 ,PTH,3,128,16,9,0.00001,0.00031,0.00103,0.00033,0.00168
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,0,0.00001,0.00117,0.00202,0.00120,0.00440
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,0,0.00001,0.00121,0.00153,0.00124,0.00398
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,1,0.00001,0.00120,0.00218,0.00158,0.00497
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,1,0.00001,0.00142,0.00175,0.00133,0.00451
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,2,0.00001,0.00169,0.00189,0.00158,0.00518
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,2,0.00001,0.00127,0.00168,0.00127,0.00422
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,3,0.00001,0.00127,0.00221,0.00159,0.00508
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,3,0.00002,0.00177,0.00203,0.00131,0.00513
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,4,0.00001,0.00131,0.00184,0.00131,0.00447
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,4,0.00001,0.00146,0.00148,0.00135,0.00430
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,5,0.00001,0.00118,0.00191,0.00123,0.00433
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,5,0.00001,0.00122,0.00143,0.00125,0.00391
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,6,0.00001,0.00184,0.00204,0.00123,0.00512
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,6,0.00001,0.00164,0.00156,0.00123,0.00443
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,7,0.00001,0.00132,0.00190,0.00137,0.00460
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,7,0.00001,0.00179,0.00158,0.00128,0.00467
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,8,0.00001,0.00125,0.00228,0.00124,0.00478
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,8,0.00001,0.00127,0.00149,0.00122,0.00399
./mandelbrot_omp -2.5 1.5 -2.0 2.0 256 16 ,OMP,3,256,16,9,0.00001,0.00116,0.00201,0.00136,0.00453
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 16 ,PTH,3,256,16,9,0.00001,0.00173,0.00165,0.00135,0.00475
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,0,0.00001,0.00495,0.00685,0.00510,0.01691
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,0,0.00001,0.00476,0.00379,0.00487,0.01343
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,1,0.00001,0.00473,0.00636,0.00495,0.01605
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,1,0.00001,0.00507,0.00509,0.00496,0.01513
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,2,0.00001,0.00499,0.00621,0.00516,0.01636
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,2,0.00002,0.00505,0.00433,0.00516,0.01456
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,3,0.00001,0.00526,0.00659,0.00585,0.01771
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,3,0.00001,0.00521,0.00428,0.00527,0.01478
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,4,0.00001,0.00509,0.00724,0.00510,0.01744
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,4,0.00001,0.00571,0.00499,0.00529,0.01600
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,5,0.00001,0.00617,0.00766,0.00532,0.01916
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,5,0.00002,0.00533,0.00422,0.00523,0.01480
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,6,0.00001,0.00807,0.00680,0.00528,0.02015
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,6,0.00001,0.00788,0.00420,0.00528,0.01736
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,7,0.00001,0.00540,0.00761,0.00547,0.01849
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,7,0.00001,0.00512,0.00413,0.00622,0.01549
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,8,0.00001,0.00515,0.00633,0.00513,0.01662
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,8,0.00001,0.00511,0.00559,0.00515,0.01586
./mandelbrot_omp -2.5 1.5 -2.0 2.0 512 16 ,OMP,3,512,16,9,0.00001,0.00524,0.00675,0.00531,0.01732
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 16 ,PTH,3,512,16,9,0.00001,0.00523,0.00391,0.00691,0.01606
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,0,0.00001,0.02156,0.02681,0.02156,0.06994
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,0,0.00001,0.02184,0.01794,0.02451,0.06431
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,1,0.00001,0.02298,0.03413,0.02220,0.07932
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,1,0.00001,0.02365,0.01662,0.02241,0.06269
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,2,0.00002,0.02643,0.02955,0.02295,0.07894
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,2,0.00002,0.02680,0.01942,0.02348,0.06972
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,3,0.00001,0.02607,0.02745,0.02359,0.07713
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,3,0.00001,0.02212,0.01653,0.02421,0.06287
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,4,0.00001,0.02280,0.03053,0.02329,0.07663
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,4,0.00001,0.02371,0.01811,0.02322,0.06506
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,5,0.00001,0.02268,0.02840,0.02332,0.07441
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,5,0.00001,0.02337,0.01741,0.02348,0.06428
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,6,0.00001,0.02467,0.02692,0.02247,0.07407
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,6,0.00001,0.02348,0.01817,0.02239,0.06405
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,7,0.00002,0.02263,0.02765,0.02449,0.07478
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,7,0.00002,0.02440,0.01682,0.02529,0.06652
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,8,0.00001,0.02226,0.02928,0.02246,0.07401
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,8,0.00001,0.02264,0.02116,0.02446,0.06827
./mandelbrot_omp -2.5 1.5 -2.0 2.0 1024 16 ,OMP,3,1024,16,9,0.00001,0.02497,0.02742,0.02563,0.07802
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 16 ,PTH,3,1024,16,9,0.00001,0.02202,0.01638,0.02282,0.06122
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,0,0.00001,0.09324,0.10336,0.09732,0.29393
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,0,0.00001,0.07914,0.05248,0.08024,0.21187
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,1,0.00001,0.07435,0.08901,0.07717,0.24054
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,1,0.00001,0.07276,0.04805,0.07516,0.19598
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,2,0.00001,0.07083,0.07414,0.08476,0.22974
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,2,0.00001,0.07015,0.04681,0.07455,0.19152
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,3,0.00001,0.07125,0.08592,0.07236,0.22955
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,3,0.00001,0.06998,0.04746,0.07516,0.19261
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,4,0.00001,0.07154,0.08408,0.07411,0.22974
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,4,0.00001,0.06993,0.04840,0.07705,0.19540
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,5,0.00001,0.07144,0.07382,0.07791,0.22318
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,5,0.00001,0.07087,0.04745,0.07536,0.19370
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,6,0.00001,0.07132,0.08278,0.07157,0.22568
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,6,0.00001,0.06795,0.04727,0.08119,0.19643
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,7,0.00001,0.06782,0.08199,0.07097,0.22080
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,7,0.00001,0.07304,0.04705,0.07111,0.19122
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,8,0.00001,0.06960,0.07668,0.07133,0.21762
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,8,0.00001,0.07467,0.04717,0.07354,0.19539
./mandelbrot_omp -2.5 1.5 -2.0 2.0 2048 16 ,OMP,3,2048,16,9,0.00001,0.07051,0.08160,0.07245,0.22457
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 16 ,PTH,3,2048,16,9,0.00001,0.07023,0.04744,0.07303,0.19071
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 16 ,OMP,3,4096,16,0,0.00001,0.27506,0.32199,0.28123,0.87828
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 16 ,PTH,3,4096,16,0,0.00001,0.28272,0.28155,0.34646,0.91074
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 16 ,OMP,3,4096,16,1,0.00001,0.29692,0.33193,0.28799,0.91685
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 16 ,PTH,3,4096,16,1,0.00001,0.27504,0.19979,0.29940,0.77424
./mandelbrot_omp -2.5 1.5 -2.0 2.0 4096 16 ,OMP,3,4096,16,2,0.00001,0.28556,0.33084,0.27808,0.89449
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 16 ,PTH,3,4096,16,2,0.00001,0.27546,0.19393,0.29709,0.76649
